application/vnd.vectorworks '[Ferguson],[Sarkar]
application/vnd.vidsoft.vidconference '[Hess]
application/vnd.visio '[Sandal]
application/vnd.visionary '[Aravindakumar]
application/vnd.vividence.scriptfile '[Risher]
application/vnd.vsf '[Rowe]
application/vnd.wap.sic '[WAP-Forum]
application/vnd.wap.slc '[WAP-Forum]
application/vnd.wap.wbxml '[Stark]
application/vnd.wap.wmlc '[Stark]
application/vnd.wap.wmlscriptc '[Stark]
application/vnd.webturbo '[Rehem]
application/vnd.wfa.wsc '[Wi-Fi Alliance]
application/vnd.wmc '[Kjørnes=Kjornes]
application/vnd.wmf.bootstrap '[Nguyenphu],[Iyer]
application/vnd.wordperfect '[Scarborough]
application/vnd.wqd '[Bostrom]
application/vnd.wrq-hp3000-labelled '[Bartram]
application/vnd.wt.stf '[Wohler]
application/vnd.wv.csp+xml '[Ingimundarson]
application/vnd.wv.csp+wbxml '[Salmi]
application/vnd.wv.ssp+xml '[Ingimundarson]
application/vnd.xara '[Matthewman]
application/vnd.xfdl '[Manning]
application/vnd.xfdl.webform '[Mansell]
application/vnd.xmi+xml '[Waskiewicz]
application/vnd.xmpie.cpkg '[Sherwin]
application/vnd.xmpie.dpkg '[Sherwin]
application/vnd.xmpie.plan '[Sherwin]
application/vnd.xmpie.ppkg '[Sherwin]
application/vnd.xmpie.xlim '[Sherwin]
application/vnd.yamaha.hv-dic '[Yamamoto]
application/vnd.yamaha.hv-script '[Yamamoto]
application/vnd.yamaha.hv-voice '[Yamamoto]
application/vnd.yamaha.smaf-audio '[Shinoda]
application/vnd.yamaha.smaf-phrase '[Shinoda]
application/vnd.yellowriver-custom-menu '[Yellow]
application/vnd.zul '[Grothmann]
application/vnd.zzazz.deck+xml '[Hewett]
application/voicexml+xml 'RFC4267
application/watcherinfo+xml 'RFC3858
application/whoispp-query 'RFC2957
application/whoispp-response 'RFC2958
application/wita '[Campbell]
application/wordperfect5.1 '[Lindner]
application/wsdl+xml '[W3C]
application/wspolicy+xml '[W3C]
application/x400-bp 'RFC1494
application/xcap-att+xml 'RFC4825
application/xcap-caps+xml 'RFC4825
application/xcap-el+xml 'RFC4825
application/xcap-error+xml 'RFC4825
application/xcap-ns+xml 'RFC4825
application/xenc+xml '[Reagle],[XENC Working Group]
application/xhtml-voice+xml (Obsolete) '{RFC-mccobb-xplusv-media-type-04.txt=https://datatracker.ietf.org/public/idindex.cgi?command=id_detail&filename=draft-mccobb-xplusv-media-type}
application/xhtml+xml 'RFC3236
application/xml 'RFC3023
application/xml-dtd 'RFC3023
application/xml-external-parsed-entity 'RFC3023
application/xmpp+xml 'RFC3923
application/xop+xml '[Nottingham]
application/xv+xml 'RFC4374
application/zip '[Lindner]
